rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000053821	NA	22.2335729711462	-1.77227961843812	0.354881760684924	-4.99400029750079	5.91413062730408e-07	5.98783255913371e-06	Gm9922	0.07	0.16	0.08	0.22	0.23	0.1	0.05	0.15	0.34	0.16
ENSMUSG00000053825	NA	47.4140979198189	-1.63678912485086	0.585831125601439	-2.79396067112423	0.00520668105042316	0.0164861735541441	Ppfia2	0.07	0.02	0.05	0.15	0.09	0.02	0.16	0.04	0.19	0.09
ENSMUSG00000053835	NA	31.4476592406208	-1.67898533518224	0.462596117091372	-3.6294842804541	0.000283988023522681	0.00137374979139421	H2-T24	0.04	0.12	0.14	0.1	0.31	0.05	0.14	0.12	0.21	0.31
ENSMUSG00000054072	NA	94.3260594956553	-2.18397756700075	0.670444794287847	-3.25750544356242	0.00112396102610798	0.00448802946291738	Iigp1	0.09	0.05	0.11	1.41	0.24	0.08	0.4	0.14	0.37	0.2
ENSMUSG00000054083	NA	2042.81641441384	-2.7355821895994	0.286356118558381	-9.55307748747016	1.25899660563467e-21	1.476661159637e-19	Capn12	2.79	3.22	2.5	10.48	27.86	2.34	1.47	1.85	5.91	8.98
ENSMUSG00000054146	NA	6881.4722838414	2.28038298585504	0.648813660084496	3.51469632368416	0.000440257117750141	0.00201441821322214	Krt15	45.41	90.7	134.19	1.68	17.8	52.98	44.43	76.4	3.63	25.5
ENSMUSG00000054196	NA	1141.04029256104	-2.15605185225005	0.579218593994731	-3.72234571645962	0.00019738051619383	0.000994666413678741	Cthrc1	8.21	3.53	10.49	22.41	21.55	0.64	7.4	3.52	17.55	13.67
ENSMUSG00000054256	NA	1899.59054919036	-2.02678071392147	0.168741340308366	-12.0111687522313	3.10426519921075e-33	1.17503492938307e-30	Msi1	4.28	4.22	6.28	12.8	19.38	2.7	4.01	2.86	7.39	12.85
ENSMUSG00000054325	NA	507.186670971712	1.96821146001748	0.82530716636789	2.38482293650668	0.0170873433714268	0.0441635170470381	Lce3a	42.35	79.79	13.11	6.79	10.91	6.02	7.05	7.51	1.49	1.73
ENSMUSG00000054404	NA	430.367528052213	-1.50755765629295	0.191092604635387	-7.88914704035475	3.04258866321365e-15	1.61383166196889e-13	Slfn5	0.53	0.55	1.03	1.63	1.7	0.34	0.63	0.49	1.16	1.28
ENSMUSG00000054423	NA	89.0043242188206	-1.60341477673499	0.400072711523252	-4.007808407202	6.12848046094561e-05	0.000359527446555298	Cadps	0.14	0.3	0.1	0.11	0.46	0.07	0.1	0.11	0.26	0.17
ENSMUSG00000054435	NA	198.330828263901	-2.07074288936834	0.203891561262533	-10.1560990388514	3.11282948843044e-24	5.08276226762833e-22	Gimap4	0.63	0.66	0.99	1.9	2.43	0.38	0.63	0.75	2.07	1.92
ENSMUSG00000054453	NA	11.6728795786802	-2.01492270371384	0.581589030620404	-3.46451290796259	0.000531192646651445	0.00236046252133933	Sytl5	0.01	0.06	0.02	0.07	0.06	0.02	0.04	0.01	0.06	0.14
ENSMUSG00000054580	NA	175.837371997755	-1.76245838669079	0.17833054466789	-9.88309877016899	4.92848065742428e-23	7.13772568255664e-21	Pla2r1	0.13	0.34	0.26	0.47	0.64	0.16	0.15	0.16	0.55	0.45
ENSMUSG00000054675	NA	2070.33378860118	-1.63429213656889	0.316625458912864	-5.16159421349199	2.44855605994615e-07	2.69001986664929e-06	Tmem119	5.95	7.64	7.76	16.06	22.68	1.96	9.81	4.39	10.58	11.29
ENSMUSG00000054690	NA	642.200337016512	-2.05273634915953	0.209418555380782	-9.80207482296435	1.1029640295976e-22	1.51817073660727e-20	Emcn	2.07	2.37	3.5	7.13	9.32	1.27	2.77	2.18	5.73	9.14
ENSMUSG00000054728	NA	167.976740631099	-3.47474886488751	0.238244564710611	-14.5847980587015	3.50958943797348e-48	4.17515800638916e-45	Phactr1	0.1	0.16	0.21	1.38	2.38	0.25	0.18	0.16	1.07	1.17
ENSMUSG00000054793	NA	1877.05044122433	-2.82761044801344	0.379674551013105	-7.44745846269753	9.51554940853526e-14	4.14872972249096e-12	Cadm4	3.83	4.48	6.57	17.19	32.22	1.15	1.73	1.34	8.22	12.19
ENSMUSG00000055003	NA	7.74682289338317	2.36918292044062	0.846495059712561	2.7988148226702	0.00512905424998547	0.0162620214227123	Lrtm2	0.08	0.05	0.05	0.02	0	0.09	0.03	0.02	0	0
ENSMUSG00000055027	NA	9.34428464231021	-4.12344780730215	0.836539276669377	-4.92917418500583	8.25779261438237e-07	8.08070129215854e-06	Smyd1	0.01	0	0.01	0.18	0.33	0	0.01	0.01	0.14	0.14
ENSMUSG00000055030	NA	946.254382883724	5.10354843246849	0.94989073157407	5.37277421794754	7.75343891537448e-08	9.69470909426141e-07	Sprr2e	89.87	98.65	35.03	0.9	2.36	4.7	14.94	11.58	0.04	0.73
ENSMUSG00000055095	NA	27558.4078265183	-2.39015509362097	0.176638644026123	-13.5313260968392	1.02163888444154e-41	7.73427073653353e-39	Spink6	346.67	463.69	766	2045.46	2058.37	310.94	452.45	367.02	1412.16	1582.92
ENSMUSG00000055193	NA	5254.77271285686	-5.55034573811518	0.662336391568493	-8.37994983934263	5.29502643252971e-17	3.6592807150947e-15	Klk15	5.95	13.16	8.04	184.59	369.33	2.17	1.09	1.54	92.33	109.66
ENSMUSG00000055214	NA	3.60636793509684	-3.64985953716059	1.22897597176108	-2.96983799604356	0.00297956834536311	0.0102593985511727	Pld5	0	0	0	0.04	0.05	0.01	0.01	0	0.01	0.01
ENSMUSG00000055235	NA	18.2759983407503	-1.82070729022493	0.556172765662536	-3.27363618399406	0.0010617321510302	0.00428059767015445	Wdr86	0.02	0.02	0.02	0.05	0.12	0.03	0.06	0.03	0.12	0.14
ENSMUSG00000055323	NA	20.4453493573399	-1.52367571526587	0.562023811683523	-2.7110518871109	0.006707012984141	0.0204663432119583	Gm9967	0.19	0.15	0.08	0.4	0.18	0.04	0.12	0.07	0.14	0.12
ENSMUSG00000055360	NA	2.68874501521778	4.49450973875937	1.44691921581991	3.10626169700326	0.00189468954439207	0.00697988373409643	Prl2c5	0.1	0.09	0.08	0	0	0.03	0.01	0.2	0	0
ENSMUSG00000055373	NA	27.6924072273332	-2.88116738943555	0.582288236685812	-4.9480089205205	7.49764736654758e-07	7.41528010034738e-06	Fut9	0.02	0	0.03	0.05	0.02	0	0	0.01	0.05	0.14
ENSMUSG00000055415	NA	2964.28522887177	1.64842139261585	0.137112319079027	12.0224163932765	2.70930734466256e-33	1.04938404245012e-30	Atp10b	6.29	7.52	7.81	1.77	2.02	7.68	4.95	4.86	1.13	1.85
ENSMUSG00000055555	NA	9.81357207902583	-2.30986432492372	0.544186656819096	-4.2446177170632	2.18966395160281e-05	0.000145063059323567	4930502E18Rik	0.03	0.04	0.02	0.16	0.09	0.02	0.04	0.05	0.11	0.14
ENSMUSG00000055675	NA	843.048995482628	-1.62969082628387	0.329674862724481	-4.94332753433448	7.6800292723217e-07	7.56869156985314e-06	Kbtbd11	0.53	0.41	1.74	1.24	3.01	0.97	0.52	0.69	1.23	2
ENSMUSG00000055782	NA	38.8925309747569	-1.7812633428966	0.530203472658559	-3.35958445154074	0.000780597891141007	0.00327725179655999	Abcd2	0.03	0.04	0.08	0.1	0.09	0.01	0.12	0.02	0.15	0.08
ENSMUSG00000055811	NA	35.0126574891787	1.62268280728459	0.628477212224274	2.58192783401274	0.00982501273825918	0.0281547809971966	Cldn17	1.22	0.44	1.01	0.19	0.08	0.21	0.09	0.44	0.05	0.23
ENSMUSG00000055945	NA	12.1977705976603	-1.56983556567147	0.561136052986354	-2.7976023948503	0.00514834457060261	0.0163138658339776	Prr18	0.04	0.03	0.03	0.03	0.09	0.02	0.01	0.02	0.07	0.02
ENSMUSG00000056043	NA	262.566902614949	1.71810156222792	0.298753344556688	5.75090318997888	8.87679373564403e-09	1.3850584652004e-07	Rgs9bp	0.52	0.62	0.49	0.17	0.11	0.97	0.5	0.4	0.12	0.15
ENSMUSG00000056054	NA	5649.76836204839	4.00574787938812	0.76472051340188	5.23818546669872	1.62163056723455e-07	1.86908353614473e-06	S100a8	856.61	512.15	918.39	28.9	24.62	59.49	87.15	91.04	5.98	17.6
ENSMUSG00000056055	NA	23.8103386131075	-1.50927467236506	0.393008878874214	-3.84030680601525	0.000122880642958811	0.000656164510573582	Sag	0.21	0.07	0.11	0.24	0.24	0.07	0.03	0.05	0.09	0.15
ENSMUSG00000056071	NA	7854.36907327422	5.5763804820834	0.772468558618408	7.2189093262993	5.24061823931697e-13	1.93102868973062e-11	S100a9	1169.48	609.74	1148.74	12.2	7.43	54.98	122.38	137.73	3.19	9.93
ENSMUSG00000056073	NA	26.7590790403663	-1.65741937224709	0.342552113560124	-4.83844444870483	1.30859259028815e-06	1.20745759508305e-05	Grik2	0.08	0.04	0.1	0.12	0.09	0.05	0.05	0.04	0.09	0.16
ENSMUSG00000056091	NA	101.232459905305	-1.51005802413395	0.349984695137658	-4.31464016887941	1.5986307654282e-05	0.000109930616838178	St3gal5	0.35	0.44	0.54	0.82	0.93	0.13	0.33	0.11	0.53	0.48
ENSMUSG00000056133	NA	3201.37166063863	1.76305539582541	0.28899056707437	6.10073682914258	1.05580619713369e-09	2.02585854991493e-08	Gm9992	15.08	21.92	14.23	5.65	3.94	26.25	17.6	18.58	4.96	3.02
ENSMUSG00000056174	NA	3371.43625776869	-2.65231385293587	0.273955979649457	-9.68153298325399	3.61257891649895e-22	4.52387231987142e-20	Col8a2	2.74	3.77	2.2	17.9	20.65	1.51	3.61	2.93	8.64	9.99
ENSMUSG00000056222	NA	953.580514080028	-1.54055099632954	0.219245222058893	-7.02661148946601	2.11609507335488e-12	6.97892345479714e-11	Spock1	3	2.91	1.98	4.84	5.19	0.94	1.47	1.67	3.63	4.23
ENSMUSG00000056257	NA	2.55795567546624	-4.09989796030158	1.39593713364581	-2.93702191988671	0.00331380679880736	0.011213216626196	Gm5447	0	0.02	0	0.01	0.04	0	0	0	0.04	0.02
ENSMUSG00000056270	NA	18677.0111076107	-3.48175062258335	0.348397748789202	-9.99360826722786	1.62554516921543e-23	2.53022941993299e-21	Prr9	38.86	83.15	58.09	390.1	675.14	25.9	14.22	35.08	173.64	263.14
ENSMUSG00000056328	NA	48.9520810183665	2.4583461658407	0.622031626034075	3.95212407689706	7.74605566910078e-05	0.000439858701564519	Myh1	0.32	0.16	0.1	0.03	0.03	0.02	0.13	0.07	0.01	0.02
ENSMUSG00000056350	NA	27344.1280773315	-4.14798144396561	0.873290981013173	-4.74982741623326	2.03590321952084e-06	1.79217590492176e-05	Krtap13-1	53.44	248.36	130.8	1086.67	2227.92	24.69	5.87	22.7	413.57	579.8
ENSMUSG00000056380	NA	26.5879341263263	-2.75444131858264	0.709772044581693	-3.88074078094465	0.000104138788794426	0.000569225968943604	Gpr50	0.03	0.02	0.04	0.12	0.43	0.07	0.02	0	0.11	0.12
ENSMUSG00000056481	NA	1132.95797435395	-1.86203611452864	0.232883368965696	-7.99557359032762	1.289720156316e-15	7.11267854418644e-14	Cd248	2.54	2.94	2.56	7.3	10	1.25	3.12	2.04	5.4	5.32
ENSMUSG00000056486	NA	147.013350391019	-1.86077897515516	0.395789236991907	-4.70143905200031	2.58334375335506e-06	2.22124884936131e-05	Chn1	0.74	0.46	0.97	1.61	1.52	0.14	0.8	0.18	1.72	1.07
ENSMUSG00000056492	NA	1407.68189481226	-1.64373408535963	0.208636928944427	-7.87844267875253	3.31486502420959e-15	1.7416112611423e-13	Gpr116	1.76	3.37	3.92	6.08	6.83	1.18	2.55	1.91	5.31	6.19
ENSMUSG00000056553	NA	20.9629013742885	2.67966383074146	0.6597190062647	4.06182602789268	4.86903580020484e-05	0.000295746868170721	Ptprn2	0.04	0.32	0.09	0	0.03	0.14	0.11	0.05	0.01	0.01
ENSMUSG00000056600	NA	1.32270641298797	-4.23660114787505	1.77915238636332	-2.38124692429235	0.0172541419473989	0.0444979458243927	Olfr90	0	0	0	0	0.03	0	0	0	0.01	0.01
ENSMUSG00000056706	NA	79598.9017170127	-3.85108418128686	0.687570400468835	-5.60100344439044	2.13114501840351e-08	3.03888872273206e-07	Krtap7-1	293.61	930.95	624.98	3939.12	8495.94	191.56	56.67	139.87	1763.21	2119.29
ENSMUSG00000056856	NA	40.9359527012738	-1.99356385612556	0.323500448409053	-6.16247633018668	7.16160386916622e-10	1.44577590837531e-08	Jakmip3	0.04	0.07	0.06	0.29	0.21	0.02	0.07	0.07	0.13	0.15
ENSMUSG00000057123	NA	30.1407939436214	-2.10020356928515	0.606787976988852	-3.46118191020738	0.000537809267566029	0.0023835054154636	Gja5	0.04	0.09	0.2	0.17	0.31	0	0.05	0.02	0.29	0.27
ENSMUSG00000057135	NA	20.8597499126208	1.97076497846046	0.608314432488137	3.23971432076599	0.00119649510080876	0.00473677820393865	Scimp	0.67	0.19	0.27	0.03	0.13	0.23	0.3	0.55	0.04	0.13
ENSMUSG00000057174	NA	5349.04950023084	-13.2135993371192	0.554337171475951	-23.8367549878304	1.38946681257308e-125	7.71385658780158e-122	Krtap19-9b	0	0.11	0.26	486.29	775.7	0	0.07	0	371.96	283.9
ENSMUSG00000057182	NA	17.8602901037703	-1.56804911994087	0.543465969582588	-2.88527563399272	0.00391071103271676	0.0129027124108355	Scn3a	0.01	0	0.03	0.03	0.08	0.01	0.19	0.04	0.05	0.03
ENSMUSG00000057378	NA	41.8707054879469	-1.65914426516861	0.313687547341632	-5.28916203154747	1.22878003152626e-07	1.46704884767526e-06	Ryr3	0.01	0.02	0.09	0.04	0.07	0.01	0.02	0.02	0.03	0.09
ENSMUSG00000057457	NA	235.905505776786	-2.36367149849293	0.817072547196672	-2.89285389235332	0.00381758839506598	0.0126565369859857	Phex	0.22	0.13	0.18	0.92	0.5	0.04	0.52	0.14	1.35	0.77
ENSMUSG00000057465	NA	21.9518304094645	1.8356475303129	0.643246508875697	2.8537232693596	0.0043210152806833	0.0140422457560547	Saa2	1.56	1.43	0.7	0.16	0.39	0.19	0.21	0.75	0.07	0.1
ENSMUSG00000057604	NA	294.083651637947	-1.93623128547171	0.261593919991492	-7.40166776634061	1.34484630625668e-13	5.68487696210785e-12	Lmcd1	1.36	0.99	1.02	2.75	3.75	0.41	1.15	0.83	1.86	3.4
ENSMUSG00000057606	NA	23.3156116710964	-1.58140315841928	0.52296662472348	-3.02390837896291	0.00249531995807127	0.00881245841850657	Colq	0.06	0.05	0.01	0.16	0.2	0.04	0.1	0.04	0.06	0.09
ENSMUSG00000057650	NA	97.6637312607657	-10.4465052907158	0.92372326163294	-11.3091287451706	1.18257944448637e-29	3.17675171740654e-27	Krtap19-2	0	0	0	3.08	5.91	0	0	0	6.2	3.24
ENSMUSG00000057674	NA	26657.6204756177	-6.55411669486096	1.06121986798734	-6.17602147544709	6.5737049347692e-10	1.34008636093734e-08	Gm11938	6.57	65.15	43.96	1557.55	2552.29	1.43	0.4	2.02	631.85	574.7
ENSMUSG00000057722	NA	570.572970702043	-1.73290629070753	0.268192205758399	-6.46143420092014	1.03715252211016e-10	2.50707913726337e-09	Lepr	0.5	0.55	0.94	1.62	1.86	0.35	0.73	0.64	1.51	2.02
ENSMUSG00000057723	NA	157684.924592185	-7.03061986274423	0.82393614838711	-8.53296687675006	1.42641537549514e-17	1.07986127631234e-15	Krt33b	33.39	78.18	22.52	2322.05	4796.67	2.68	5.3	9.25	1238.34	1666.39
ENSMUSG00000057777	NA	3.90569307659109	-3.84056652398551	1.42519811791428	-2.69475975003814	0.00704393999940105	0.0213272592972982	Mab21l2	0	0.01	0	0	0.04	0	0.01	0	0.03	0.05
ENSMUSG00000057855	NA	24473.8256661206	-7.39304266655326	1.02201429560412	-7.23379574860367	4.69678002848756e-13	1.73833047498801e-11	Krtap6-3	10.36	53.26	24.09	1994.1	3122.76	0.78	1.09	1.45	1016.32	1071.57
ENSMUSG00000057880	NA	434.860775485218	-1.67037314369036	0.289240891789586	-5.77502417917279	7.69420352795522e-09	1.22044723579137e-07	Abat	0.64	0.82	0.67	1.74	2.27	0.24	0.75	0.34	0.92	1.31
ENSMUSG00000057967	NA	104.261046595211	-3.74868921514865	0.381471393771968	-9.82692090770375	8.62144609328738e-23	1.20664020742606e-20	Fgf18	0.25	0.15	0.5	1.98	4.5	0.18	0.2	0.08	1.35	1.8
ENSMUSG00000057969	NA	301.467510195397	-1.51322749473858	0.340186911570004	-4.44822373604807	8.65833174898438e-06	6.40055549397847e-05	Sema3b	0.96	1.11	0.96	1.97	2.11	0.37	1.91	0.83	2.17	1.48
ENSMUSG00000058017	NA	3269.05018985161	2.29410007582231	0.55556307755515	4.12932422708487	3.63831030196046e-05	0.000228405797509052	Serpinb3d	77.22	56.65	22.09	4.74	11.28	47.13	13.66	80.78	4.63	12.65
ENSMUSG00000058057	NA	903.421607159272	1.59302920217115	0.347415861104077	4.58536693491354	4.53189826095407e-06	3.630532252823e-05	Mettl7a3	13.17	8.56	13.13	0.96	2.89	5.64	8.09	6.81	1.27	4.44
ENSMUSG00000058126	NA	2080.95006951536	4.03702601359285	0.847488046394347	4.76351971071267	1.90245017829961e-06	1.68808245709004e-05	Tpm3-rs7	44.08	24.61	30.58	1.01	0.96	1.36	15.44	1.08	0.6	0.93
ENSMUSG00000058152	NA	374.000747983482	-1.69799320436899	0.20236068569832	-8.39092434634445	4.82334658384073e-17	3.36120658384382e-15	Chsy3	0.7	0.55	1.07	1.53	2.31	0.37	0.54	0.45	1.11	1.32
ENSMUSG00000058172	NA	35596.5904753184	-4.40474219425478	0.655608540130508	-6.71855524239808	1.83535163091489e-11	5.12882238471267e-10	Krtap6-1	79.09	308.54	227.45	1935.27	3799.87	68.57	18.07	54.46	1075.06	1124.63
ENSMUSG00000058216	NA	26.8578059656468	1.52185200825003	0.416408680183301	3.65470769624715	0.000257475155705746	0.00126199197124167	BC021614	0.91	1.79	0.93	0.27	0.41	0.69	0.91	0.37	0.16	0.17
ENSMUSG00000058368	NA	45908.3182154542	-5.4462334683574	0.718088370669293	-7.58434990846775	3.34158239657086e-14	1.57214844109852e-12	Krtap21-1	48.3	189.11	122.15	2323.15	4303.62	29.45	6.68	30.07	1345.16	1134.44
ENSMUSG00000058420	NA	22.6559338703079	-2.96798741990073	0.44483219555383	-6.67215064369496	2.52081607154503e-11	6.76073939961071e-10	Syt17	0.05	0.03	0.03	0.21	0.3	0.03	0.01	0.02	0.13	0.16
ENSMUSG00000058427	NA	392.949281705364	5.80452793274334	0.676007724322986	8.58648166861778	8.96731145342138e-18	6.97899870358566e-16	Cxcl2	3.7	5.94	31.59	0.17	0.06	6.88	4.54	8.69	0.11	0.13
ENSMUSG00000058488	NA	22.9854181113128	-3.62161146547184	0.69095526528747	-5.24145577494814	1.59314663164999e-07	1.84007331138215e-06	Kl	0	0.03	0.01	0.1	0.16	0.01	0	0.01	0.03	0.07
ENSMUSG00000058725	NA	6681.53980364167	-7.10121692703805	1.53640977921764	-4.62195504291445	3.80140407483217e-06	3.12037382288466e-05	Gm11937	8.86	39.19	0	1036.6	1619.75	0.09	0.28	1.68	399.4	345.64
ENSMUSG00000058755	NA	37.9487448361079	4.02492548360423	0.629216159264893	6.39672936611564	1.58740312700463e-10	3.68733599445775e-09	Osm	0.15	0.26	0.95	0.01	0.01	0.23	0.22	0.21	0.03	0.02
ENSMUSG00000058806	NA	313.942071269133	-1.89617734717604	0.410456104248456	-4.61968363376624	3.84325602147592e-06	3.15002520185123e-05	Col13a1	0.64	0.63	1.08	1.79	2.11	0.12	0.83	0.26	1.58	1.3
ENSMUSG00000058897	NA	217.054690354111	-2.05670962097891	0.349909690012636	-5.87782985062413	4.15679851126839e-09	6.97897975858619e-08	Col25a1	0.1	0.29	0.11	0.67	0.77	0.24	0.24	0.19	0.69	0.45
ENSMUSG00000058921	NA	3.6133170740031	-4.65033305626011	1.1943296275414	-3.89367637628909	9.87363532655966e-05	0.00054308255073927	Slc10a5	0	0	0	0.01	0.05	0	0	0	0.01	0.02
ENSMUSG00000059022	NA	99.7653834262673	-2.4257847051847	0.233525352494966	-10.3876717421377	2.82156627550121e-25	5.34013480891735e-23	Kcp	0.16	0.31	0.12	0.31	1.02	0.07	0.17	0.15	0.68	0.36
ENSMUSG00000059113	NA	3063.77253545711	-4.50238861729066	0.855497393673019	-5.26288992881669	1.41808485180247e-07	1.65741776889615e-06	Gm10061	12.32	36.59	41.53	281.75	487.63	3.44	0.87	4.11	112.96	187
ENSMUSG00000059169	NA	4.50266841932649	-6.01312139449067	1.30058184296098	-4.6234086897606	3.77484948400362e-06	3.10163385081797e-05	Krt40	0	0	0	0.03	0.18	0	0	0	0.03	0.12
ENSMUSG00000059173	NA	80.1804241252729	-1.65677161616389	0.310928293160977	-5.32846850095475	9.90443698075243e-08	1.20937241872751e-06	Pde1a	0.26	0.41	0.43	0.58	0.4	0.23	0.4	0.38	0.85	0.62
ENSMUSG00000059379	NA	1.31181284583364	-3.63850233321548	1.54688623085246	-2.35214604710159	0.0186654446546662	0.0475559095492528	Olfr1014	0	0	0.02	0.01	0.02	0	0	0	0.01	0.01
ENSMUSG00000059430	NA	79.4093680668179	-3.85272480183186	0.494596334877452	-7.78963475899283	6.72031730409316e-15	3.43334002146232e-13	Actg2	0.42	0.08	0.19	1.31	1.63	0.09	0.08	0.09	1.33	0.98
ENSMUSG00000059606	NA	3413.23162481499	2.03820365847826	0.287948586140035	7.0783596676076	1.45870735479787e-12	4.9581165294201e-11	Rnase2b	116.17	163.48	59.18	22.92	17.29	103.25	55.53	89.06	17.1	15.4
ENSMUSG00000059610	NA	3.04251693525594	3.12094886685012	1.28065191637595	2.4370001145057	0.014809674673488	0.0392450487966496	Olfr222	0.02	0.04	0.02	0.01	0	0.02	0.04	0.01	0	0
ENSMUSG00000059632	NA	57446.5250560527	-4.62187367904427	0.903041022365247	-5.11812150785647	3.08593778013069e-07	3.32662095327357e-06	Krtap8-1	158.53	600.69	272.8	3325.87	7516.96	34.79	21.14	53.2	1401.71	1763.99
ENSMUSG00000059657	NA	42.2974240536768	4.01647175546708	0.80425861579401	4.99400525725396	5.91397866562117e-07	5.98783255913371e-06	Stfa2l1	0.68	1.33	18.12	0.16	0.23	2.66	1.89	1.49	0.11	0.24
ENSMUSG00000059741	NA	2.46404543002899	-2.72873828975136	1.10820453894396	-2.46230564292007	0.0138046969817785	0.0371733594553792	Myl3	0	0.04	0.07	0.17	0.07	0	0.04	0	0.04	0.05
ENSMUSG00000059845	NA	4283.55578383726	-7.58524007978597	1.41036850841343	-5.37819728286394	7.52353506341092e-08	9.43557804827627e-07	Gm11567	0.26	4.18	0.32	105.9	197.37	0.02	0	0.08	74.08	67.45
ENSMUSG00000059857	NA	31.6932712564838	-1.6885878541288	0.448174956901782	-3.76769792270846	0.000164759901561892	0.000850085551584047	Ntng1	0.05	0.04	0.03	0.08	0.11	0.03	0.06	0.03	0.13	0.09
ENSMUSG00000059921	NA	165.847212580624	-1.77423258788224	0.329332498538068	-5.38735957051976	7.15003008482835e-08	9.05579855990998e-07	Unc5c	0.16	0.13	0.2	0.33	0.55	0.06	0.14	0.11	0.35	0.2
ENSMUSG00000060201	NA	920.151877978751	-2.84380535830898	0.601952348143756	-4.72430312312666	2.3090578630585e-06	2.00821716497333e-05	Spink7	3.41	5.76	5.11	99.82	35	16.21	12.71	8.25	39.07	27.68
ENSMUSG00000060240	NA	6.98358605770374	-1.59400346039229	0.627970924607892	-2.53833959173761	0.0111379848957094	0.0311979714830204	Cend1	0.03	0.05	0.05	0.06	0.11	0.01	0.03	0.01	0.07	0.04
ENSMUSG00000060284	NA	843.046517633332	-2.34890991653012	0.635868883813365	-3.69401613496714	0.000220739786193311	0.00110005419896821	Sp7	1.3	1.2	2.54	7.07	5.84	0.13	2	0.51	4.08	2.68
ENSMUSG00000060371	NA	20.5664043639232	1.99111813295947	0.78204839429895	2.54602930902296	0.0108956039814797	0.0306427362903654	Caln1	0.11	0.21	0.02	0.05	0	0.01	0.02	0.06	0	0.4
ENSMUSG00000060459	NA	58.7971411895908	2.01046349286306	0.428745621058419	4.68917557198589	2.74307959268568e-06	2.33807526183112e-05	Kng2	0.83	0.57	0.72	0.11	0.21	1.02	0.26	0.61	0.1	0.17
ENSMUSG00000060469	NA	346.523019201134	-5.61339980671016	1.01085780482636	-5.55310527347058	2.80638945235401e-08	3.89503469407966e-07	Krtap19-3	0.64	1.57	1.61	15.91	35.25	0.36	0	0.03	23.26	17.66
ENSMUSG00000060509	NA	3.18338536060202	-3.99163214295226	1.43477600043096	-2.78205945858678	0.00540151431227198	0.017022179918806	Xcr1	0	0	0	0.03	0	0	0	0	0	0.03
ENSMUSG00000060512	NA	617.789568146823	-3.77688241964545	0.375005937553756	-10.0715269851002	7.38229153270216e-24	1.17097205216338e-21	0610040J01Rik	0.81	1.13	1.08	4.59	13.28	0.35	0.33	0.28	3.04	7.04
ENSMUSG00000060548	NA	3355.5672302623	-2.00952308193951	0.259783977656168	-7.73536189594871	1.03109374603351e-14	5.1415767485593e-13	Tnfrsf19	4.49	5.68	6.37	11.93	15.2	3.05	5.27	5.5	9.93	26.77
ENSMUSG00000060568	NA	51.8591420307584	-1.51265543453046	0.35327436881464	-4.28181483872138	1.85375206902517e-05	0.000124957642870325	Fam78b	0.14	0.09	0.16	0.27	0.15	0.08	0.12	0.08	0.29	0.21
ENSMUSG00000060572	NA	916.854433523957	-1.63685594440319	0.289210627066338	-5.65973650763441	1.51605584391116e-08	2.22662346387481e-07	Mfap2	5.17	7.53	5.08	15.6	23.44	3.39	9.72	5.65	10.29	12.77
ENSMUSG00000060691	NA	5.16304823577049	-6.20466829265592	1.28916712107397	-4.81292781302626	1.48735025273928e-06	1.35587402623825e-05	Krtap19-1	0	0	0	0.08	0.5	0	0	0	0.49	0.46
ENSMUSG00000060716	NA	554.772540417422	-1.50202444374256	0.144136688239462	-10.4208335996118	1.99199530945242e-25	3.85775370685233e-23	Plekhh1	0.59	0.7	0.71	1.32	1.74	0.48	0.43	0.45	0.71	1.26
ENSMUSG00000060735	NA	50.0294862495897	-1.82865983913515	0.320321806120941	-5.70882095502644	1.13761486361462e-08	1.73666137062342e-07	Rxfp3	0.08	0.11	0.05	0.29	0.2	0.05	0.05	0.05	0.11	0.13
ENSMUSG00000060756	NA	21923.9794418113	-6.73557289506545	1.06475598837864	-6.32593098191639	2.51710311298333e-10	5.57836898930365e-09	Krtap2-4	4.52	34.88	21.29	882.78	1576.01	0.75	0.31	0.63	374.31	341.5
ENSMUSG00000060780	NA	135.584672244654	-3.79536777016695	0.372573461162699	-10.1868977954647	2.26888961076329e-24	3.86954650216091e-22	Lrrtm1	0.14	0.12	0.15	1.34	1.15	0.02	0.12	0.05	0.7	1.12
ENSMUSG00000060969	NA	52.5590368999238	3.86498044438179	0.520997325041368	7.41842665713284	1.18519777691309e-13	5.08749200373389e-12	Irx1	1.04	1.26	0.47	0.02	0.06	0.63	0.28	0.33	0.04	0.01
ENSMUSG00000060988	NA	12.7972630193781	-4.10064927937846	0.857846769114187	-4.78016520784101	1.75151204620685e-06	1.5675138704769e-05	Galnt13	0.01	0.02	0	0.12	0.16	0	0	0	0.08	0.07
ENSMUSG00000061184	NA	5634.33396903483	-5.62404126838324	0.23326248941785	-24.1103543155142	1.94673504638624e-128	1.62114360987814e-124	Tmprss11c	2.31	3.43	3.32	70.31	134.09	1.41	1.41	1.39	51.18	80.58
